id,sensorType,sensorValue,created
400,AirQualityScore,215,2023-01-19 15:03:45
399,AirQualityPercent,57,2023-01-19 15:03:45
398,eCO2,3299,2023-01-19 15:03:45
397,Humidity,17,2023-01-19 15:03:45
396,Pressure,99994,2023-01-19 15:03:45
395,Temperature,29.38,2023-01-19 15:03:44
394,AirQualityScore,210,2023-01-19 15:02:26
393,AirQualityPercent,58,2023-01-19 15:02:26
392,eCO2,3107,2023-01-19 15:02:26
391,Humidity,18,2023-01-19 15:02:26
390,Pressure,99996,2023-01-19 15:02:26
389,Temperature,28.8,2023-01-19 15:02:26
388,AirQualityScore,195,2023-01-19 15:01:18
387,AirQualityPercent,61,2023-01-19 15:01:18
386,eCO2,2595,2023-01-19 15:01:18
385,Humidity,17,2023-01-19 15:01:18
384,Pressure,99992,2023-01-19 15:01:18
383,Temperature,29.38,2023-01-19 15:01:18
382,AirQualityScore,200,2023-01-19 14:32:40
381,AirQualityPercent,60,2023-01-19 14:32:40
380,eCO2,2755,2023-01-19 14:32:40
379,Humidity,17,2023-01-19 14:32:40
378,Pressure,99968,2023-01-19 14:32:40
377,Temperature,31.08,2023-01-19 14:32:40
376,AirQualityScore,210,2023-01-19 14:22:23
375,AirQualityPercent,58,2023-01-19 14:22:23
374,eCO2,3107,2023-01-19 14:22:23
373,Humidity,16,2023-01-19 14:22:23
372,Pressure,99970,2023-01-19 14:22:23
371,Temperature,32.36,2023-01-19 14:22:23
370,ADC3,572,2023-01-19 14:18:58
369,ADC2,642,2023-01-19 14:18:58
368,ADC1,572,2023-01-19 14:18:58
367,ADC0,549,2023-01-19 14:18:58
366,AirQualityScore,255,2023-01-19 14:18:45
365,AirQualityPercent,49,2023-01-19 14:18:45
364,eCO2,5331,2023-01-19 14:18:45
363,Humidity,17,2023-01-19 14:18:45
362,Pressure,99970,2023-01-19 14:18:45
361,Temperature,30.97,2023-01-19 14:18:45
360,ADC3,579,2023-01-19 14:15:03
359,ADC2,649,2023-01-19 14:15:03
358,ADC1,576,2023-01-19 14:15:03
357,ADC0,550,2023-01-19 14:15:03
356,ADC3,572,2023-01-19 14:15:01
355,ADC2,645,2023-01-19 14:15:01
354,ADC1,576,2023-01-19 14:15:01
353,ADC0,549,2023-01-19 14:15:01
352,ADC3,577,2023-01-19 14:14:58
351,ADC2,648,2023-01-19 14:14:58
350,ADC1,575,2023-01-19 14:14:58
349,ADC0,553,2023-01-19 14:14:58
348,ADC3,580,2023-01-19 14:14:55
347,ADC2,648,2023-01-19 14:14:55
346,ADC1,577,2023-01-19 14:14:55
345,ADC0,552,2023-01-19 14:14:55
344,AirQualityScore,255,2023-01-19 14:14:38
343,AirQualityPercent,49,2023-01-19 14:14:38
342,eCO2,5331,2023-01-19 14:14:38
341,Humidity,17,2023-01-19 14:14:38
340,Pressure,99972,2023-01-19 14:14:38
339,Temperature,30.75,2023-01-19 14:14:38
338,AirQualityScore,190,2023-01-19 14:14:27
337,AirQualityPercent,62,2023-01-19 14:14:27
336,eCO2,2444,2023-01-19 14:14:27
335,Humidity,17,2023-01-19 14:14:27
334,Pressure,99968,2023-01-19 14:14:27
333,Temperature,30.72,2023-01-19 14:14:27
332,ADC3,576,2023-01-19 14:12:10
331,ADC2,649,2023-01-19 14:12:10
330,ADC1,573,2023-01-19 14:12:10
329,ADC0,548,2023-01-19 14:12:10
328,AirQualityScore,195,2023-01-19 14:12:05
327,AirQualityPercent,61,2023-01-19 14:12:05
326,eCO2,2595,2023-01-19 14:12:05
325,Humidity,18,2023-01-19 14:12:05
324,Pressure,99964,2023-01-19 14:12:05
323,Temperature,30.3,2023-01-19 14:12:05
322,ADC3,563,2023-01-19 14:10:44
321,ADC2,642,2023-01-19 14:10:44
320,ADC1,570,2023-01-19 14:10:44
319,ADC0,611,2023-01-19 14:10:44
318,AirQualityScore,200,2023-01-19 14:10:26
317,AirQualityPercent,60,2023-01-19 14:10:26
316,eCO2,2755,2023-01-19 14:10:26
315,Humidity,18,2023-01-19 14:10:26
314,Pressure,99968,2023-01-19 14:10:26
313,Temperature,30.03,2023-01-19 14:10:26
312,AirQualityScore,200,2023-01-19 14:09:32
311,AirQualityPercent,60,2023-01-19 14:09:32
310,eCO2,2755,2023-01-19 14:09:32
309,Humidity,18,2023-01-19 14:09:32
308,Pressure,99972,2023-01-19 14:09:32
307,Temperature,29.81,2023-01-19 14:09:32
306,AirQualityScore,195,2023-01-19 14:08:01
305,AirQualityPercent,61,2023-01-19 14:08:01
304,eCO2,2595,2023-01-19 14:08:01
303,Humidity,18,2023-01-19 14:08:01
302,Pressure,99970,2023-01-19 14:08:01
301,Temperature,30.07,2023-01-19 14:08:01
300,AirQualityScore,195,2023-01-19 14:05:09
299,AirQualityPercent,61,2023-01-19 14:05:09
298,eCO2,2595,2023-01-19 14:05:09
297,Humidity,17,2023-01-19 14:05:09
296,Pressure,99972,2023-01-19 14:05:09
295,Temperature,30.69,2023-01-19 14:05:09
294,AirQualityScore,175,2023-01-19 13:53:40
293,AirQualityPercent,65,2023-01-19 13:53:40
292,eCO2,3541,2023-01-19 13:53:40
291,Humidity,22,2023-01-19 13:53:40
290,Pressure,99970,2023-01-19 13:53:40
289,Temperature,29.16,2023-01-19 13:53:40
288,AirQualityScore,210,2023-01-19 13:53:36
287,AirQualityPercent,58,2023-01-19 13:53:36
286,eCO2,3107,2023-01-19 13:53:36
285,Humidity,18,2023-01-19 13:53:36
284,Pressure,99970,2023-01-19 13:53:36
283,Temperature,29.93,2023-01-19 13:53:36
282,AirQualityScore,230,2023-01-19 13:53:31
281,AirQualityPercent,54,2023-01-19 13:53:31
280,eCO2,3949,2023-01-19 13:53:31
279,Humidity,17,2023-01-19 13:53:31
278,Pressure,99970,2023-01-19 13:53:31
277,Temperature,30.58,2023-01-19 13:53:31
276,AirQualityScore,255,2023-01-19 13:53:28
275,AirQualityPercent,49,2023-01-19 13:53:28
274,eCO2,5331,2023-01-19 13:53:28
273,Humidity,17,2023-01-19 13:53:28
272,Pressure,99970,2023-01-19 13:53:28
271,Temperature,30.59,2023-01-19 13:53:28
270,AirQualityScore,275,2023-01-19 13:53:03
269,AirQualityPercent,45,2023-01-19 13:53:03
268,eCO2,6778,2023-01-19 13:53:03
267,Humidity,17,2023-01-19 13:53:03
266,Pressure,99968,2023-01-19 13:53:03
265,Temperature,30.64,2023-01-19 13:53:03
264,AirQualityScore,285,2023-01-19 13:52:50
263,AirQualityPercent,43,2023-01-19 13:52:50
262,eCO2,7642,2023-01-19 13:52:50
261,Humidity,17,2023-01-19 13:52:50
260,Pressure,99968,2023-01-19 13:52:50
259,Temperature,30.62,2023-01-19 13:52:50
258,AirQualityScore,210,2023-01-19 13:52:43
257,AirQualityPercent,58,2023-01-19 13:52:43
256,eCO2,3107,2023-01-19 13:52:43
255,Humidity,17,2023-01-19 13:52:43
254,Pressure,99970,2023-01-19 13:52:43
253,Temperature,30.58,2023-01-19 13:52:43
252,AirQualityScore,210,2023-01-19 13:51:16
251,AirQualityPercent,58,2023-01-19 13:51:16
250,eCO2,3107,2023-01-19 13:51:16
249,Humidity,17,2023-01-19 13:51:16
248,Pressure,99970,2023-01-19 13:51:16
247,Temperature,30.86,2023-01-19 13:51:16
246,AirQualityScore,215,2023-01-19 13:49:25
245,AirQualityPercent,57,2023-01-19 13:49:25
244,eCO2,3299,2023-01-19 13:49:25
243,Humidity,17,2023-01-19 13:49:25
242,Pressure,99970,2023-01-19 13:49:25
241,Temperature,30.98,2023-01-19 13:49:25
240,AirQualityScore,215,2023-01-19 13:48:15
239,AirQualityPercent,57,2023-01-19 13:48:15
238,eCO2,3299,2023-01-19 13:48:15
237,Humidity,17,2023-01-19 13:48:15
236,Pressure,99966,2023-01-19 13:48:15
235,Temperature,30.52,2023-01-19 13:48:15
234,AirQualityScore,195,2023-01-19 13:47:29
233,AirQualityPercent,61,2023-01-19 13:47:29
232,eCO2,2595,2023-01-19 13:47:29
231,Humidity,17,2023-01-19 13:47:29
230,Pressure,99966,2023-01-19 13:47:29
229,Temperature,30.25,2023-01-19 13:47:29
228,AirQualityScore,210,2023-01-19 13:39:41
227,AirQualityPercent,58,2023-01-19 13:39:41
226,eCO2,3107,2023-01-19 13:39:41
225,Humidity,18,2023-01-19 13:39:41
224,Pressure,99970,2023-01-19 13:39:41
223,Temperature,29.85,2023-01-19 13:39:41
222,AirQualityScore,210,2023-01-19 13:38:33
221,AirQualityPercent,58,2023-01-19 13:38:33
220,eCO2,3107,2023-01-19 13:38:33
219,Humidity,17,2023-01-19 13:38:33
218,Pressure,99970,2023-01-19 13:38:33
217,Temperature,30.66,2023-01-19 13:38:33
216,AirQualityScore,215,2023-01-19 13:36:28
215,AirQualityPercent,57,2023-01-19 13:36:28
214,eCO2,3299,2023-01-19 13:36:28
213,Humidity,18,2023-01-19 13:36:28
212,Pressure,99966,2023-01-19 13:36:28
211,Temperature,30.12,2023-01-19 13:36:28
210,AirQualityScore,205,2023-01-19 13:35:41
209,AirQualityPercent,59,2023-01-19 13:35:41
208,eCO2,2926,2023-01-19 13:35:41
207,Humidity,18,2023-01-19 13:35:41
206,Pressure,99964,2023-01-19 13:35:41
205,Temperature,30.13,2023-01-19 13:35:41
204,AirQualityScore,220,2023-01-19 13:32:30
203,AirQualityPercent,56,2023-01-19 13:32:30
202,eCO2,3503,2023-01-19 13:32:30
201,Humidity,17,2023-01-19 13:32:30
200,Pressure,99961,2023-01-19 13:32:30
199,Temperature,30.22,2023-01-19 13:32:30
198,AirQualityScore,200,2023-01-19 13:31:44
197,AirQualityPercent,60,2023-01-19 13:31:44
196,eCO2,2755,2023-01-19 13:31:44
195,Humidity,18,2023-01-19 13:31:44
194,Pressure,99955,2023-01-19 13:31:44
193,Temperature,30.1,2023-01-19 13:31:44
192,AirQualityScore,225,2023-01-19 13:23:45
191,AirQualityPercent,55,2023-01-19 13:23:45
190,eCO2,3719,2023-01-19 13:23:45
189,Humidity,17,2023-01-19 13:23:45
188,Pressure,99945,2023-01-19 13:23:45
187,Temperature,30.75,2023-01-19 13:23:45
186,AirQualityScore,230,2023-01-19 13:23:15
185,AirQualityPercent,54,2023-01-19 13:23:15
184,eCO2,3949,2023-01-19 13:23:15
183,Humidity,17,2023-01-19 13:23:15
182,Pressure,99945,2023-01-19 13:23:15
181,Temperature,30.47,2023-01-19 13:23:15
180,AirQualityScore,220,2023-01-19 13:22:51
179,AirQualityPercent,56,2023-01-19 13:22:51
178,eCO2,3503,2023-01-19 13:22:51
177,Humidity,18,2023-01-19 13:22:51
176,Pressure,99941,2023-01-19 13:22:51
175,Temperature,30.18,2023-01-19 13:22:51
174,AirQualityScore,210,2023-01-19 13:22:28
173,AirQualityPercent,58,2023-01-19 13:22:28
172,eCO2,3107,2023-01-19 13:22:28
171,Humidity,18,2023-01-19 13:22:28
170,Pressure,99943,2023-01-19 13:22:28
169,Temperature,30.12,2023-01-19 13:22:28
168,AirQualityScore,210,2023-01-19 13:20:17
167,AirQualityPercent,58,2023-01-19 13:20:17
166,eCO2,3107,2023-01-19 13:20:17
165,Humidity,18,2023-01-19 13:20:17
164,Pressure,99941,2023-01-19 13:20:17
163,Temperature,29.93,2023-01-19 13:20:17
162,AirQualityScore,215,2023-01-19 13:17:10
161,AirQualityPercent,57,2023-01-19 13:17:10
160,eCO2,3299,2023-01-19 13:17:10
159,Humidity,18,2023-01-19 13:17:10
158,Pressure,99945,2023-01-19 13:17:10
157,Temperature,29.53,2023-01-19 13:17:10
156,AirQualityScore,215,2023-01-19 13:14:59
155,AirQualityPercent,57,2023-01-19 13:14:59
154,eCO2,3299,2023-01-19 13:14:59
153,Humidity,18,2023-01-19 13:14:59
152,Pressure,99945,2023-01-19 13:14:59
151,Temperature,29.68,2023-01-19 13:14:59
150,AirQualityScore,210,2023-01-19 13:12:39
149,AirQualityPercent,58,2023-01-19 13:12:39
148,eCO2,3107,2023-01-19 13:12:39
147,Humidity,18,2023-01-19 13:12:39
146,Pressure,99945,2023-01-19 13:12:39
145,Temperature,29.42,2023-01-19 13:12:39
144,AirQualityScore,215,2023-01-19 13:06:53
143,AirQualityPercent,57,2023-01-19 13:06:53
142,eCO2,3299,2023-01-19 13:06:53
141,Humidity,18,2023-01-19 13:06:53
140,Pressure,99951,2023-01-19 13:06:53
139,Temperature,29.4,2023-01-19 13:06:53
138,AirQualityScore,220,2023-01-19 13:03:16
137,AirQualityPercent,56,2023-01-19 13:03:16
136,eCO2,3503,2023-01-19 13:03:16
135,Humidity,18,2023-01-19 13:03:16
134,Pressure,99949,2023-01-19 13:03:16
133,Temperature,29.41,2023-01-19 13:03:16
132,AirQualityScore,190,2023-01-19 13:02:13
131,AirQualityPercent,62,2023-01-19 13:02:13
130,eCO2,2444,2023-01-19 13:02:13
129,Humidity,19,2023-01-19 13:02:13
128,Pressure,99949,2023-01-19 13:02:13
127,Temperature,28.93,2023-01-19 13:02:13
126,AirQualityScore,195,2023-01-19 12:30:22
125,AirQualityPercent,61,2023-01-19 12:30:22
124,eCO2,2595,2023-01-19 12:30:22
123,Humidity,18,2023-01-19 12:30:22
122,Pressure,99955,2023-01-19 12:30:22
121,Temperature,29.85,2023-01-19 12:30:22
120,AirQualityScore,210,2023-01-19 12:25:39
119,AirQualityPercent,58,2023-01-19 12:25:39
118,eCO2,3107,2023-01-19 12:25:39
117,Humidity,18,2023-01-19 12:25:39
116,Pressure,99951,2023-01-19 12:25:39
115,Temperature,30.06,2023-01-19 12:25:39
114,AirQualityScore,215,2023-01-19 12:24:39
113,AirQualityPercent,57,2023-01-19 12:24:39
112,eCO2,3299,2023-01-19 12:24:39
111,Humidity,17,2023-01-19 12:24:39
110,Pressure,99953,2023-01-19 12:24:39
109,Temperature,29.98,2023-01-19 12:24:39
108,AirQualityScore,210,2023-01-19 12:23:54
107,AirQualityPercent,58,2023-01-19 12:23:54
106,eCO2,3107,2023-01-19 12:23:54
105,Humidity,18,2023-01-19 12:23:54
104,Pressure,99955,2023-01-19 12:23:54
103,Temperature,30.01,2023-01-19 12:23:54
102,AirQualityScore,180,2023-01-19 12:23:26
101,AirQualityPercent,64,2023-01-19 12:23:26
100,eCO2,2167,2023-01-19 12:23:26
99,Humidity,18,2023-01-19 12:23:26
98,Pressure,99957,2023-01-19 12:23:26
97,Temperature,29.99,2023-01-19 12:23:26
96,AirQualityScore,135,2023-01-19 11:41:30
95,AirQualityPercent,73,2023-01-19 11:41:30
94,eCO2,1263,2023-01-19 11:41:30
93,Humidity,18,2023-01-19 11:41:30
92,Pressure,99943,2023-01-19 11:41:30
91,Temperature,29.79,2023-01-19 11:41:30
90,AirQualityScore,135,2023-01-19 11:39:48
89,AirQualityPercent,73,2023-01-19 11:39:48
88,eCO2,1263,2023-01-19 11:39:48
87,Humidity,18,2023-01-19 11:39:48
86,Pressure,99943,2023-01-19 11:39:48
85,Temperature,29.74,2023-01-19 11:39:48
84,AirQualityScore,135,2023-01-19 11:38:23
83,AirQualityPercent,73,2023-01-19 11:38:23
82,eCO2,1263,2023-01-19 11:38:23
81,Humidity,18,2023-01-19 11:38:23
80,Pressure,99941,2023-01-19 11:38:23
79,Temperature,29.8,2023-01-19 11:38:23
78,AirQualityScore,190,2023-01-19 11:35:09
77,AirQualityPercent,62,2023-01-19 11:35:09
76,eCO2,2444,2023-01-19 11:35:09
75,Humidity,18,2023-01-19 11:35:09
74,Pressure,99941,2023-01-19 11:35:09
73,Temperature,29.54,2023-01-19 11:35:09
72,AirQualityScore,130,2023-01-19 11:35:02
71,AirQualityPercent,74,2023-01-19 11:35:02
70,eCO2,1189,2023-01-19 11:35:02
69,Humidity,18,2023-01-19 11:35:02
68,Pressure,99939,2023-01-19 11:35:02
67,Temperature,29.53,2023-01-19 11:35:02
66,AirQualityScore,135,2023-01-19 11:34:20
65,AirQualityPercent,73,2023-01-19 11:34:20
64,eCO2,1263,2023-01-19 11:34:20
63,Humidity,17,2023-01-19 11:34:20
62,Pressure,99943,2023-01-19 11:34:20
61,Temperature,29.78,2023-01-19 11:34:20
60,AirQualityScore,135,2023-01-19 11:33:42
59,AirQualityPercent,73,2023-01-19 11:33:42
58,eCO2,1263,2023-01-19 11:33:42
57,Humidity,18,2023-01-19 11:33:42
56,Pressure,99945,2023-01-19 11:33:42
55,Temperature,29.66,2023-01-19 11:33:42
54,AirQualityScore,145,2023-01-19 11:31:38
53,AirQualityPercent,71,2023-01-19 11:31:38
52,eCO2,1424,2023-01-19 11:31:38
51,Humidity,18,2023-01-19 11:31:38
50,Pressure,99947,2023-01-19 11:31:38
49,Temperature,29.52,2023-01-19 11:31:38
48,AirQualityScore,200,2023-01-19 11:30:49
47,AirQualityPercent,60,2023-01-19 11:30:49
46,eCO2,2755,2023-01-19 11:30:49
45,Humidity,18,2023-01-19 11:30:49
44,Pressure,99951,2023-01-19 11:30:49
43,Temperature,29.51,2023-01-19 11:30:49
42,AirQualityScore,145,2023-01-19 11:30:33
41,AirQualityPercent,71,2023-01-19 11:30:33
40,eCO2,1424,2023-01-19 11:30:33
39,Humidity,18,2023-01-19 11:30:33
38,Pressure,99949,2023-01-19 11:30:33
37,Temperature,29.46,2023-01-19 11:30:33
36,AirQualityScore,185,2023-01-19 11:26:40
35,AirQualityPercent,63,2023-01-19 11:26:40
34,eCO2,2301,2023-01-19 11:26:40
33,Humidity,18,2023-01-19 11:26:40
32,Pressure,99959,2023-01-19 11:26:40
31,Temperature,28.83,2023-01-19 11:26:40
30,AirQualityScore,70,2023-01-19 11:21:09
29,AirQualityPercent,86,2023-01-19 11:21:09
28,eCO2,579,2023-01-19 11:21:09
27,Humidity,27,2023-01-19 11:21:09
26,Pressure,99976,2023-01-19 11:21:09
25,Temperature,28.21,2023-01-19 11:21:09
24,AirQualityScore,110,2023-01-19 11:21:05
23,AirQualityPercent,78,2023-01-19 11:21:05
22,eCO2,935,2023-01-19 11:21:05
21,Humidity,28,2023-01-19 11:21:05
20,Pressure,99974,2023-01-19 11:21:05
19,Temperature,28.06,2023-01-19 11:21:05
18,AirQualityScore,145,2023-01-19 11:21:01
17,AirQualityPercent,71,2023-01-19 11:21:01
16,eCO2,2924,2023-01-19 11:21:01
15,Humidity,29,2023-01-19 11:21:01
14,Pressure,99974,2023-01-19 11:21:01
13,Temperature,27.93,2023-01-19 11:21:01
12,AirQualityScore,200,2023-01-19 11:20:52
11,AirQualityPercent,60,2023-01-19 11:20:52
10,eCO2,4255,2023-01-19 11:20:52
9,Humidity,23,2023-01-19 11:20:52
8,Pressure,99976,2023-01-19 11:20:52
7,Temperature,27.88,2023-01-19 11:20:52
6,AirQualityScore,160,2023-01-19 11:15:50
5,AirQualityPercent,68,2023-01-19 11:15:50
4,eCO2,1705,2023-01-19 11:15:50
3,Humidity,19,2023-01-19 11:15:50
2,Pressure,99978,2023-01-19 11:15:50
1,Temperature,27.75,2023-01-19 11:15:50
